biome,site,value,disturbance_ha,closedforest_ha,year,cluster,x,y
boreal,MPECHORO,7,87.39,631008,2007,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,8,328.68,631008,2008,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,9,137.07,631008,2009,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,10,494.28,631008,2010,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,11,72.89999999999999,631008,2011,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,12,93.33,631008,2012,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,13,42.66,631008,2013,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,14,21.509999999999998,631008,2014,2,58.81045237460245,62.50991174383526
boreal,MUDDUS,1,0,4320,2001,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,2,0,4320,2002,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,3,0,4320,2003,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,4,0.18,4320,2004,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,5,0,4320,2005,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,6,0,4320,2006,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,7,0,4320,2007,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,8,0.09,4320,2008,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,9,0,4320,2009,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,10,0,4320,2010,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,11,0.36,4320,2011,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,12,2.25,4320,2012,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,13,2.52,4320,2013,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,14,0.18,4320,2014,2,20.197333506389757,66.91631560674142
boreal,NAHANNI,1,1378.1699999999998,1060848,2001,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,2,2870.0099999999998,1060848,2002,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,3,981.18,1060848,2003,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,4,4177.08,1060848,2004,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,5,2053.5299999999997,1060848,2005,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,6,1001.16,1060848,2006,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,7,2369.0699999999997,1060848,2007,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,8,2105.37,1060848,2008,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,9,2158.83,1060848,2009,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,10,1815.3,1060848,2010,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,11,1266.12,1060848,2011,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,12,5560.11,1060848,2012,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,13,14670.09,1060848,2013,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,14,566.73,1060848,2014,3,-125.88845506098424,61.609321488469774
boreal,NATASHQUAN,1,482.76,343152,2001,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,2,755.37,343152,2002,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,3,18.72,343152,2003,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,4,1241.82,343152,2004,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,5,9628.02,343152,2005,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,6,312.12,343152,2006,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,7,3260.8799999999997,343152,2007,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,8,1900.8,343152,2008,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,9,96.39,343152,2009,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,10,97.11,343152,2010,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,11,608.9399999999999,343152,2011,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,12,908.8199999999999,343152,2012,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,13,26495.1,343152,2013,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,14,2046.4199999999998,343152,2014,3,-61.62849197152997,51.542174187174844
boreal,NIQUET,1,0,15120,2001,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,2,0,15120,2002,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,3,0,15120,2003,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,4,0,15120,2004,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,5,0.27,15120,2005,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,6,0,15120,2006,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,7,0.09,15120,2007,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,8,0.18,15120,2008,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,9,0.09,15120,2009,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,10,0.44999999999999996,15120,2010,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,11,0.09,15120,2011,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,12,0.18,15120,2012,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,13,3.15,15120,2013,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,14,0.27,15120,2014,2,-79.00782764424395,50.132428374507334
boreal,ONEZHKOYE,1,4.68,132336,2001,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,2,3.15,132336,2002,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,3,0.36,132336,2003,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,4,16.56,132336,2004,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,5,2.16,132336,2005,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,6,21.419999999999998,132336,2006,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,7,15.299999999999999,132336,2007,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,8,27.36,132336,2008,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,9,17.46,132336,2009,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,10,7.29,132336,2010,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,11,74.34,132336,2011,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,12,663.12,132336,2012,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,13,54.72,132336,2013,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,14,21.869999999999997,132336,2014,3,37.148441844837535,64.94308389444447
boreal,ONISTAGANE,1,15.12,45648,2001,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,2,2614.68,45648,2002,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,3,2765.88,45648,2003,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,4,921.3299999999999,45648,2004,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,5,32.76,45648,2005,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,6,51.3,45648,2006,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,7,164.7,45648,2007,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,8,25.29,45648,2008,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,9,22.77,45648,2009,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,10,29.34,45648,2010,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,11,66.50999999999999,45648,2011,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,12,5.3999999999999995,45648,2012,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,13,0.36,45648,2013,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,14,0.44999999999999996,45648,2014,3,-71.32887934833232,50.940504942683184
boreal,OSKELANEO,1,0.18,6768,2001,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,2,0.18,6768,2002,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,3,0,6768,2003,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,4,0,6768,2004,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,5,9.81,6768,2005,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,6,15.93,6768,2006,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,7,39.15,6768,2007,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,8,1.6199999999999999,6768,2008,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,9,1.08,6768,2009,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,10,0.27,6768,2010,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,11,0.18,6768,2011,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,12,1.26,6768,2012,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,13,1.6199999999999999,6768,2013,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,14,0.72,6768,2014,3,-75.2713604517207,48.185365769609156
boreal,PPECHORO,1,1.71,10512,2001,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,2,18.72,10512,2002,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,3,0.54,10512,2003,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,4,6.39,10512,2004,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,5,50.489999999999995,10512,2005,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,6,36.9,10512,2006,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,7,0.09,10512,2007,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,8,2.61,10512,2008,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,9,2.16,10512,2009,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,10,12.059999999999999,10512,2010,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,11,0.8099999999999999,10512,2011,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,12,0.27,10512,2012,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,13,0.27,10512,2013,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,14,0.8099999999999999,10512,2014,3,57.016014551596996,61.82426849741519
boreal,PRINCEALBERT,1,66.69,345744,2001,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,2,587.52,345744,2002,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,3,811.89,345744,2003,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,4,249.92999999999998,345744,2004,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,5,274.86,345744,2005,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,6,517.86,345744,2006,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,7,403.10999999999996,345744,2007,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,8,247.41,345744,2008,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,9,2952.63,345744,2009,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,10,372.59999999999997,345744,2010,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,11,475.02,345744,2011,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,12,636.84,345744,2012,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,13,88.02,345744,2013,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,14,69.21,345744,2014,3,-106.36967462895886,53.963400742981165
boreal,PROVENCHER,1,0.18,14112,2001,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,2,7.29,14112,2002,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,3,0,14112,2003,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,4,246.6,14112,2004,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,5,76.14,14112,2005,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,6,6.21,14112,2006,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,7,37.62,14112,2007,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,8,0.8999999999999999,14112,2008,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,9,0.54,14112,2009,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,10,11.07,14112,2010,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,11,37.53,14112,2011,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,12,14.129999999999999,14112,2012,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,13,3.51,14112,2013,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,14,68.67,14112,2014,2,-68.24133893809591,50.11355279267362
boreal,PUTORANA,1,0,3600,2001,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,2,0,3600,2002,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,3,0.18,3600,2003,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,4,0.09,3600,2004,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,5,0.09,3600,2005,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,6,0.36,3600,2006,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,7,0.18,3600,2007,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,8,0,3600,2008,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,9,0.44999999999999996,3600,2009,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,10,0,3600,2010,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,11,0.09,3600,2011,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,12,0.18,3600,2012,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,13,0.44999999999999996,3600,2013,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,14,0,3600,2014,2,93.94199386221358,69.03081748420199
boreal,RACINE,1,0.18,25632,2001,3,-68.5000646934181,52.26140223295027
boreal,RACINE,2,56.25,25632,2002,3,-68.5000646934181,52.26140223295027
boreal,RACINE,3,2.6999999999999997,25632,2003,3,-68.5000646934181,52.26140223295027
boreal,RACINE,4,0.36,25632,2004,3,-68.5000646934181,52.26140223295027
boreal,RACINE,5,0.18,25632,2005,3,-68.5000646934181,52.26140223295027
boreal,RACINE,6,0.63,25632,2006,3,-68.5000646934181,52.26140223295027
boreal,RACINE,7,0.09,25632,2007,3,-68.5000646934181,52.26140223295027
boreal,RACINE,8,0.44999999999999996,25632,2008,3,-68.5000646934181,52.26140223295027
boreal,RACINE,9,0.44999999999999996,25632,2009,3,-68.5000646934181,52.26140223295027
boreal,RACINE,10,11.61,25632,2010,3,-68.5000646934181,52.26140223295027
boreal,RACINE,11,15.209999999999999,25632,2011,3,-68.5000646934181,52.26140223295027
boreal,RACINE,12,6.3,25632,2012,3,-68.5000646934181,52.26140223295027
boreal,RACINE,13,0,25632,2013,3,-68.5000646934181,52.26140223295027
boreal,RACINE,14,0,25632,2014,3,-68.5000646934181,52.26140223295027
boreal,REISADALEN,1,0,1296,2001,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,2,0.18,1296,2002,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,3,1.89,1296,2003,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,4,4.32,1296,2004,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,5,0.18,1296,2005,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,6,0.18,1296,2006,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,7,0,1296,2007,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,8,0.18,1296,2008,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,9,0.27,1296,2009,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,10,0.36,1296,2010,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,11,0,1296,2011,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,12,0,1296,2012,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,13,0.54,1296,2013,3,21.84521755377757,69.37319796716838
boreal,REISADALEN,14,0,1296,2014,3,21.84521755377757,69.37319796716838
boreal,RIDING,1,0,4752,2001,2,-73.11759975209418,54.72345891861901
boreal,RIDING,2,0,4752,2002,2,-73.11759975209418,54.72345891861901
boreal,RIDING,3,0,4752,2003,2,-73.11759975209418,54.72345891861901
boreal,RIDING,4,0.18,4752,2004,2,-73.11759975209418,54.72345891861901
boreal,RIDING,5,32.4,4752,2005,2,-73.11759975209418,54.72345891861901
boreal,RIDING,6,0.27,4752,2006,2,-73.11759975209418,54.72345891861901
boreal,RIDING,7,0.72,4752,2007,2,-73.11759975209418,54.72345891861901
boreal,RIDING,8,2.6999999999999997,4752,2008,2,-73.11759975209418,54.72345891861901
boreal,RIDING,9,0.54,4752,2009,2,-73.11759975209418,54.72345891861901
boreal,RIDING,10,0,4752,2010,2,-73.11759975209418,54.72345891861901
boreal,RIDING,11,0.8999999999999999,4752,2011,2,-73.11759975209418,54.72345891861901
boreal,RIDING,12,0,4752,2012,2,-73.11759975209418,54.72345891861901
boreal,RIDING,13,0.09,4752,2013,2,-73.11759975209418,54.72345891861901
boreal,RIDING,14,0,4752,2014,2,-73.11759975209418,54.72345891861901
boreal,SPATSIZI,1,182.97,295632,2001,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,2,52.919999999999995,295632,2002,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,3,3.78,295632,2003,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,4,609.5699999999999,295632,2004,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,5,74.25,295632,2005,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,6,84.42,295632,2006,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,7,81.36,295632,2007,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,8,23.58,295632,2008,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,9,462.59999999999997,295632,2009,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,10,1222.74,295632,2010,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,11,238.5,295632,2011,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,12,217.79999999999998,295632,2012,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,13,57.78,295632,2013,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,14,9.27,295632,2014,3,-128.51330247517726,57.54357533930847
boreal,STOLBY,1,4.77,57888,2001,2,92.92730789157613,55.80722531566407
boreal,STOLBY,2,24.21,57888,2002,2,92.92730789157613,55.80722531566407
boreal,STOLBY,3,4.05,57888,2003,2,92.92730789157613,55.80722531566407
boreal,STOLBY,4,40.14,57888,2004,2,92.92730789157613,55.80722531566407
boreal,STOLBY,5,25.47,57888,2005,2,92.92730789157613,55.80722531566407
boreal,STOLBY,6,16.83,57888,2006,2,92.92730789157613,55.80722531566407
boreal,STOLBY,7,1.89,57888,2007,2,92.92730789157613,55.80722531566407
boreal,STOLBY,8,40.589999999999996,57888,2008,2,92.92730789157613,55.80722531566407
boreal,STOLBY,9,16.47,57888,2009,2,92.92730789157613,55.80722531566407
boreal,STOLBY,10,78.39,57888,2010,2,92.92730789157613,55.80722531566407
boreal,STOLBY,11,55.53,57888,2011,2,92.92730789157613,55.80722531566407
boreal,STOLBY,12,19.08,57888,2012,2,92.92730789157613,55.80722531566407
boreal,STOLBY,13,8.1,57888,2013,2,92.92730789157613,55.80722531566407
boreal,STOLBY,14,42.21,57888,2014,2,92.92730789157613,55.80722531566407
boreal,TANA,1,0,0,2001,3,28.054937698387505,70.34181791964103
boreal,TANA,2,0,0,2002,3,28.054937698387505,70.34181791964103
boreal,TANA,3,0,0,2003,3,28.054937698387505,70.34181791964103
boreal,TANA,4,0,0,2004,3,28.054937698387505,70.34181791964103
boreal,TANA,5,0,0,2005,3,28.054937698387505,70.34181791964103
boreal,TANA,6,0,0,2006,3,28.054937698387505,70.34181791964103
boreal,TANA,7,0,0,2007,3,28.054937698387505,70.34181791964103
boreal,TANA,8,0,0,2008,3,28.054937698387505,70.34181791964103
boreal,TANA,9,0,0,2009,3,28.054937698387505,70.34181791964103
boreal,TANA,10,0,0,2010,3,28.054937698387505,70.34181791964103
boreal,TANA,11,0,0,2011,3,28.054937698387505,70.34181791964103
boreal,TANA,12,0,0,2012,3,28.054937698387505,70.34181791964103
boreal,TANA,13,0,0,2013,3,28.054937698387505,70.34181791964103
boreal,TANA,14,0,0,2014,3,28.054937698387505,70.34181791964103
boreal,TIVEDEN,1,0.36,1728,2001,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,2,0,1728,2002,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,3,0,1728,2003,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,4,0.09,1728,2004,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,5,0.09,1728,2005,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,6,0,1728,2006,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,7,0.09,1728,2007,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,8,0.09,1728,2008,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,9,0.09,1728,2009,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,10,0.09,1728,2010,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,11,0,1728,2011,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,12,0.09,1728,2012,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,13,0.18,1728,2013,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,14,0,1728,2014,1,14.611452346938842,58.71615003055456
boreal,TUNGUSKA,1,24.75,165600,2001,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,2,12.87,165600,2002,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,3,11.07,165600,2003,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,4,26.369999999999997,165600,2004,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,5,24.029999999999998,165600,2005,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,6,1113.6599999999999,165600,2006,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,7,3026.7,165600,2007,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,8,2148.39,165600,2008,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,9,92.42999999999999,165600,2009,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,10,54.18,165600,2010,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,11,31.86,165600,2011,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,12,2789.64,165600,2012,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,13,792.36,165600,2013,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,14,1105.56,165600,2014,3,101.99962384000192,60.82511091857773
boreal,TUNTSA,1,0,2448,2001,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,2,0.27,2448,2002,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,3,0,2448,2003,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,4,0,2448,2004,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,5,0,2448,2005,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,6,0,2448,2006,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,7,0.09,2448,2007,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,8,0,2448,2008,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,9,0.18,2448,2009,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,10,0,2448,2010,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,11,0.72,2448,2011,1,29.532652529938986,67.63748453278818
